MS.SubClass,Lot.Area,Lot.Shape,Bldg.Type,Overall.Qual,Year.Built,Year.Remod.Add,Mas.Vnr.Area,Total.Bsmt.SF,Heating,Central.Air,Electrical,Gr.Liv.Area,Bedroom.AbvGr,TotRms.AbvGrd,Fireplace.Qu,Garage.Area,Yr.Sold,Sale.Type,Street,SalePrice
20,6173,Irregular,1Fam,5,49,49,75,876,GasA,1,SBrkr,902,3,6,Y,288,2007,WD ,1,125500
60,13250,Irregular,1Fam,7,38,38,256,832,GasA,1,SBrkr,2050,4,8,Y,529,2009,WD ,1,154000
90,10547,Irregular,Duplex,5,38,38,0,1152,GasA,1,SBrkr,1152,2,6,Y,252,2009,WD ,1,159900
70,8660,Regular,1Fam,5,116,23,0,760,GasA,0,SBrkr,2168,5,11,Y,576,2009,WD ,1,123000
60,12728,Regular,1Fam,8,15,15,256,1531,GasA,1,SBrkr,2439,4,7,Y,560,2007,WD ,1,275000
20,6410,Regular,1Fam,4,58,58,0,960,GasA,1,SBrkr,960,3,5,Y,0,2010,WD ,1,90000
20,9308,Irregular,1Fam,5,51,51,0,984,GasA,1,SBrkr,984,3,5,Y,310,2006,WD ,1,126000
30,5825,Irregular,1Fam,4,90,63,108,600,GasA,1,SBrkr,747,1,5,Y,528,2006,WD ,1,79900
160,1476,Regular,Twnhs,4,46,46,0,546,GasA,1,SBrkr,1092,3,5,Y,0,2010,WD ,1,76000
60,12209,Irregular,1Fam,6,15,14,0,804,GasA,1,SBrkr,1961,3,7,Y,560,2009,WD ,1,215000
120,4230,Regular,TwnhsE,7,10,9,0,1352,GasA,1,SBrkr,1352,2,5,Y,466,2007,New,1,208900
20,21000,Regular,1Fam,6,63,63,184,1809,GasA,1,SBrkr,2259,3,7,Y,450,2007,COD,1,217000
90,9750,Regular,Duplex,5,51,51,0,1625,GasA,1,SBrkr,1625,4,8,Y,484,2008,Con,1,140500
50,5914,Regular,1Fam,5,126,20,0,684,GasA,1,SBrkr,1080,3,5,Y,0,2008,WD ,1,95000
60,11613,Irregular,1Fam,6,23,19,0,864,GasA,1,SBrkr,1820,3,7,Y,492,2007,WD ,1,191750
70,10800,Regular,1Fam,7,126,18,0,718,GasA,1,SBrkr,2554,3,8,Y,704,2007,WD ,1,159500
20,12350,Regular,1Fam,9,8,8,450,2020,GasA,1,SBrkr,2020,3,7,Y,896,2009,WD ,1,404000
60,12568,Regular,1Fam,8,9,9,246,895,GasA,1,SBrkr,1818,3,8,Y,774,2007,New,1,281500
20,8877,Regular,1Fam,4,78,58,0,816,GasA,1,SBrkr,816,2,3,Y,288,2009,WD ,1,100000
60,13262,Irregular,1Fam,8,13,12,186,1082,GasA,1,SBrkr,2400,4,10,Y,730,2009,WD ,1,290000
60,7500,Regular,1Fam,7,14,14,0,952,GasA,1,SBrkr,1812,3,7,Y,469,2008,WD ,1,205000
20,11677,Irregular,1Fam,5,50,50,442,1040,GasA,1,SBrkr,1040,3,6,Y,264,2007,WD ,1,123000
20,9405,Regular,1Fam,5,69,8,0,698,GasA,1,SBrkr,698,2,4,Y,0,2009,WD ,1,118000
85,7669,Regular,1Fam,5,24,23,0,828,GasA,1,SBrkr,883,2,5,Y,698,2009,WD ,1,149000
60,8633,Regular,1Fam,6,11,11,0,738,GasA,1,SBrkr,1476,3,7,Y,540,2009,WD ,1,173500
60,8880,Irregular,1Fam,7,22,14,0,948,GasA,1,SBrkr,2110,3,8,Y,463,2010,WD ,1,205000
20,6951,Irregular,1Fam,5,32,31,0,876,GasA,1,SBrkr,923,3,5,Y,264,2008,WD ,1,119500
20,15417,Regular,1Fam,7,35,35,0,1740,GasA,1,SBrkr,1740,2,7,Y,540,2009,WD ,1,241600
20,6960,Regular,1Fam,4,46,46,0,864,GasA,1,SBrkr,864,3,5,Y,660,2009,WD ,1,120500
20,11645,Regular,1Fam,8,11,10,76,1498,GasA,1,SBrkr,1498,3,7,Y,844,2009,WD ,1,237000
60,9130,Regular,1Fam,6,50,16,252,800,GasA,1,SBrkr,1632,4,7,Y,484,2008,WD ,1,173000
50,11067,Regular,1Fam,2,77,66,0,0,GasA,1,SBrkr,845,1,4,Y,256,2007,WD ,1,68104
20,16770,Regular,1Fam,8,14,13,270,1712,GasA,1,SBrkr,1712,3,8,Y,701,2009,WD ,1,286500
90,10260,Regular,Duplex,5,40,40,0,0,GasA,1,SBrkr,1872,4,8,Y,484,2008,WD ,1,100000
160,2058,Regular,Twnhs,6,43,43,265,672,GasA,1,SBrkr,1218,4,7,Y,264,2007,WD ,1,113700
60,9247,Irregular,1Fam,6,54,54,318,858,GasA,1,SBrkr,1716,4,8,Y,490,2008,WD ,1,171000
60,15138,Irregular,1Fam,8,21,20,506,1462,GasA,1,SBrkr,2794,4,9,Y,810,2009,WD ,1,403000
20,11622,Regular,1Fam,5,55,55,0,882,GasA,1,SBrkr,896,2,5,Y,730,2010,WD ,1,105000
20,11354,Regular,1Fam,7,16,16,0,1673,GasA,1,SBrkr,1673,3,7,Y,583,2007,WD ,1,270000
50,15593,Regular,1Fam,7,63,63,0,1304,GasW,1,SBrkr,2287,3,7,Y,667,2006,WD ,1,225000
50,7200,Regular,1Fam,5,61,49,0,768,GasA,1,SBrkr,1588,3,6,Y,480,2008,WD ,1,150000
20,13001,Irregular,1Fam,6,45,45,176,1625,GasA,1,SBrkr,1220,2,6,Y,944,2007,WD ,1,170000
190,10320,Regular,2fmCon,3,101,66,0,536,GasA,0,Fuse,1344,3,8,Y,0,2008,WD ,1,82375
120,10846,Irregular,TwnhsE,8,23,23,0,1719,GasA,1,SBrkr,1719,1,6,Y,473,2008,Con,1,324000
60,8121,Irregular,1Fam,6,16,16,0,953,GasA,1,SBrkr,1664,3,7,Y,460,2006,WD ,1,172400
60,16779,Regular,1Fam,5,96,20,356,671,GasA,1,SBrkr,2654,4,11,Y,638,2007,WD ,1,158000
120,4590,Regular,Twnhs,8,10,10,108,1554,GasA,1,SBrkr,1554,2,6,Y,627,2007,WD ,1,209500
50,6001,Irregular,1Fam,6,76,66,0,600,GasA,0,SBrkr,919,3,5,Y,231,2010,WD ,1,95000
90,8940,Irregular,Duplex,7,19,18,200,1344,GasA,1,SBrkr,1344,2,8,Y,784,2008,WD ,1,209200
60,8480,Irregular,1Fam,6,23,22,120,886,GasA,1,SBrkr,1680,3,7,Y,474,2008,WD ,1,163000
60,13891,Regular,1Fam,9,8,7,424,1734,GasA,1,SBrkr,2822,4,12,Y,1020,2009,New,1,582933
60,7844,Regular,1Fam,6,38,38,203,672,GasA,1,SBrkr,1400,3,6,Y,440,2006,WD ,1,149500
90,11475,Regular,Duplex,5,58,58,95,1584,GasA,1,SBrkr,1776,4,9,Y,888,2009,COD,1,110000
90,5976,Regular,Duplex,5,96,66,0,624,GasA,0,Fuse,1248,2,8,Y,0,2006,WD ,1,93500
60,12256,Irregular,1Fam,8,22,21,362,1463,GasA,1,SBrkr,2622,3,9,Y,712,2010,WD ,1,325000
120,4435,Regular,TwnhsE,6,13,13,170,848,GasA,1,SBrkr,848,1,4,Y,420,2010,WD ,1,143750
30,17529,Regular,1Fam,5,92,66,65,872,GasA,0,Fuse,872,2,5,Y,322,2006,WD ,1,105000
60,7851,Regular,1Fam,6,14,14,0,860,GasA,1,SBrkr,1960,4,8,Y,440,2010,WD ,1,216500
50,16287,Regular,1Fam,5,91,66,0,901,GasA,1,SBrkr,1351,3,7,Y,576,2007,WD ,1,122000
70,9060,Regular,1Fam,5,93,17,0,859,GasA,1,SBrkr,1828,3,6,Y,0,2007,WD ,1,150909
20,7200,Regular,1Fam,7,10,10,0,1293,GasA,1,SBrkr,1301,2,5,Y,572,2006,New,1,187750
85,8400,Regular,1Fam,6,50,50,0,814,GasA,1,SBrkr,913,3,6,Y,240,2007,WD ,1,129000
60,10364,Irregular,1Fam,6,21,20,0,806,GasA,1,SBrkr,1572,3,7,Y,373,2007,WD ,1,168000
60,11308,Irregular,1Fam,9,8,8,154,1104,GasA,1,SBrkr,2184,3,10,Y,836,2009,WD ,1,335000
60,11002,Irregular,1Fam,8,18,17,0,1389,GasA,1,SBrkr,2582,4,9,Y,758,2007,WD ,1,322500
20,8335,Regular,1Fam,5,62,62,0,0,GasA,1,SBrkr,1124,3,5,Y,0,2006,WD ,1,93000
20,9600,Regular,1Fam,5,56,56,203,1296,GasA,1,SBrkr,1496,3,6,Y,450,2008,WD ,1,141500
90,7018,Regular,Duplex,5,37,37,275,1086,GasA,1,SBrkr,1224,2,6,Y,528,2009,WD ,1,153337
20,15240,Irregular,1Fam,5,39,12,0,1026,GasA,1,SBrkr,1026,3,5,Y,308,2010,WD ,1,150000
60,8749,Regular,1Fam,7,14,14,0,840,GasA,1,SBrkr,1725,3,6,Y,550,2009,WD ,1,198500
30,6911,Regular,1Fam,5,92,66,0,1145,GasA,1,SBrkr,1301,2,5,Y,440,2009,WD ,1,100000
50,5520,Regular,1Fam,4,96,36,0,1147,GasA,0,SBrkr,1657,4,9,Y,162,2006,WD ,1,111500
60,7023,Regular,1Fam,5,11,10,0,734,GasA,1,SBrkr,1408,3,6,Y,489,2007,WD ,1,171500
160,2280,Regular,Twnhs,6,17,17,216,744,GasA,1,SBrkr,1549,3,6,Y,440,2008,WD ,1,172900
20,8800,Regular,1Fam,7,50,50,202,1174,GasA,1,SBrkr,1200,3,6,Y,440,2007,WD,1,163500
90,10624,Irregular,Duplex,5,52,52,84,1728,GasA,1,SBrkr,1728,6,10,Y,352,2007,WD ,1,119000
60,11339,Irregular,1Fam,7,37,37,549,780,GasA,1,SBrkr,1930,4,9,Y,481,2007,WD ,1,192000
50,8600,Regular,1Fam,6,79,66,0,780,GasA,1,SBrkr,1376,3,7,Y,198,2006,WD ,1,119500
20,16737,Regular,1Fam,9,12,11,66,1980,GasA,1,SBrkr,1980,3,8,Y,770,2006,WD ,1,315000
60,11316,Regular,1Fam,7,14,13,44,817,GasA,1,SBrkr,1894,4,8,Y,510,2010,WD ,1,214900
160,1488,Regular,TwnhsE,6,36,24,0,561,GasA,1,SBrkr,1229,2,5,Y,462,2009,WD ,1,137000
20,10400,Regular,1Fam,6,40,40,120,1444,GasA,1,SBrkr,1444,2,5,Y,473,2008,WD ,1,159900
120,5748,Irregular,TwnhsE,8,11,10,473,1573,GasA,1,SBrkr,1778,2,5,Y,495,2006,New,1,375000
160,3735,Regular,TwnhsE,7,17,17,218,691,GasA,1,SBrkr,1452,3,6,Y,506,2006,WD ,1,183900
60,8800,Regular,1Fam,6,52,19,306,845,GasA,1,SBrkr,2154,5,8,Y,539,2007,WD ,1,224500
120,5001,Irregular,Twnhs,7,9,8,166,1314,GasA,1,SBrkr,1314,2,6,Y,626,2009,WD ,1,230000
120,8198,Regular,TwnhsE,7,12,12,146,1358,GasA,1,SBrkr,1358,2,6,Y,484,2008,WD ,1,207000
50,9525,Regular,1Fam,6,63,63,0,1000,GasA,1,SBrkr,1609,5,7,Y,305,2006,WD ,1,149900
50,6240,Regular,1Fam,5,86,24,0,966,GasA,1,SBrkr,1426,3,6,Y,230,2007,WD ,1,131750
20,11875,Regular,1Fam,5,17,17,0,1344,GasA,1,SBrkr,1344,3,7,Y,686,2010,WD ,1,166500
20,9457,Regular,1Fam,5,46,26,0,925,GasA,1,SBrkr,1422,3,7,Y,576,2007,WD ,1,155000
60,16056,Irregular,1Fam,9,11,10,208,1992,GasA,1,SBrkr,2868,4,11,Y,716,2006,New,1,556581
20,13383,Irregular,1Fam,5,47,16,176,1188,GasA,1,SBrkr,1404,3,7,Y,504,2009,WD ,1,160000
60,12388,Irregular,1Fam,7,36,25,229,1043,GasA,1,SBrkr,2673,4,9,Y,441,2009,WD ,1,249000
90,9000,Regular,Duplex,5,42,42,0,896,GasA,1,SBrkr,1792,4,8,Y,480,2008,WD ,1,133000
60,11250,Irregular,1Fam,7,15,14,162,920,GasA,1,SBrkr,1786,3,6,Y,608,2008,WD ,1,223500
60,53504,Irregular,1Fam,8,13,13,603,1650,GasA,1,SBrkr,3279,4,12,Y,841,2010,WD ,1,538000
20,20781,Irregular,1Fam,7,48,13,0,1568,GasA,1,SBrkr,2156,3,9,Y,508,2006,WD ,1,262500
60,11419,Regular,1Fam,7,68,17,0,699,GasA,1,Fuse,1527,3,6,Y,410,2009,WD ,1,152500
20,9000,Regular,1Fam,4,71,66,0,0,GasA,0,Fuse,998,3,5,Y,460,2007,WD ,1,89500
90,7728,Regular,Duplex,5,54,54,120,1106,GasA,1,SBrkr,1190,3,6,Y,540,2006,WD ,1,132500
60,14006,Irregular,1Fam,7,14,14,144,936,GasA,1,SBrkr,1776,3,7,Y,474,2006,WD ,1,192500
60,8883,Irregular,1Fam,7,28,28,360,929,GasA,1,SBrkr,1873,3,7,Y,619,2007,WD ,1,207000
60,23303,Irregular,1Fam,8,9,9,20,1508,GasA,1,SBrkr,2520,5,10,Y,640,2009,WD ,1,409900
120,3782,Irregular,TwnhsE,8,35,35,0,1226,GasA,1,SBrkr,1226,1,4,Y,484,2009,WD ,1,211500
20,12160,Irregular,1Fam,5,57,57,180,1188,GasA,1,SBrkr,1188,3,6,Y,531,2010,COD,1,142000
50,17503,Regular,1Fam,6,68,66,0,912,GasA,1,SBrkr,1458,3,6,Y,330,2010,WD ,1,97500
20,9759,Irregular,1Fam,5,50,50,0,1051,GasA,1,SBrkr,1051,3,6,Y,264,2006,WD ,1,124400
180,1596,Regular,Twnhs,4,43,43,0,462,GasA,1,SBrkr,988,2,5,Y,297,2009,WD ,1,91000
20,11358,Irregular,1Fam,7,44,29,0,1124,GasA,1,SBrkr,1610,3,8,Y,515,2007,WD ,1,185000
160,2645,Regular,Twnhs,8,17,17,466,960,GasA,1,SBrkr,1586,3,7,Y,480,2008,WD ,1,170000
70,8146,Regular,1Fam,4,116,13,0,405,GasA,1,SBrkr,1039,2,6,Y,281,2009,WD ,1,114000
20,7200,Regular,1Fam,5,65,16,0,900,GasA,1,SBrkr,900,3,5,Y,576,2010,WD ,1,134800
20,7150,Regular,1Fam,5,49,49,60,892,GasA,1,SBrkr,892,3,5,Y,288,2009,WD ,1,100000
60,11218,Regular,1Fam,6,24,24,0,1055,GasA,1,SBrkr,1845,3,8,Y,462,2010,WD ,1,189000
20,8814,Regular,1Fam,7,11,9,80,1274,GasA,1,SBrkr,1274,3,6,Y,508,2007,New,1,203000
120,3635,Regular,TwnhsE,7,9,9,130,1386,GasA,1,SBrkr,1569,1,7,Y,660,2009,WD ,1,175900
30,10200,Regular,1Fam,5,76,19,0,672,GasA,1,SBrkr,672,2,4,Y,240,2008,WD ,1,108000
60,14364,Irregular,1Fam,7,28,27,128,1157,GasA,1,SBrkr,2062,3,7,Y,454,2007,WD ,1,277000
50,4400,Regular,1Fam,6,96,66,0,648,GasA,1,Fuse,1118,2,6,Y,440,2006,WD ,1,116000
70,24090,Regular,1Fam,7,76,66,0,1032,GasA,1,SBrkr,2403,4,10,Y,349,2010,COD,1,244400
20,11750,Irregular,1Fam,7,11,10,204,1546,GasA,1,SBrkr,1546,3,7,Y,796,2007,WD ,1,217000
75,8850,Irregular,1Fam,7,100,66,0,815,GasA,1,SBrkr,1690,3,7,Y,225,2006,Con,1,144000
20,11478,Regular,1Fam,8,9,8,200,1704,GasA,1,SBrkr,1704,3,7,Y,772,2010,WD ,1,306000
50,10440,Regular,1Fam,6,96,66,0,1510,GasW,1,SBrkr,2792,5,8,Y,520,2008,WD ,1,256000
60,12552,Regular,1Fam,7,12,11,0,991,GasA,1,SBrkr,1947,3,8,Y,678,2010,WD ,1,254900
20,14572,Irregular,1Fam,7,12,12,0,1530,GasA,1,SBrkr,1530,3,7,Y,630,2007,WD ,1,259000
20,9503,Regular,1Fam,5,58,33,0,1024,GasA,1,SBrkr,1344,2,6,Y,484,2007,WD ,1,144000
60,21535,Irregular,1Fam,10,22,21,1170,2444,GasA,1,SBrkr,4316,4,10,Y,832,2007,WD ,1,755000
60,8470,Regular,1Fam,8,14,14,0,972,GasA,1,SBrkr,1811,3,7,Y,565,2009,WD ,1,235000
60,16052,Irregular,1Fam,10,10,10,734,1850,GasA,1,SBrkr,2698,4,11,Y,736,2006,New,1,535000
90,8267,Regular,Duplex,5,58,58,0,1604,GasA,1,SBrkr,1604,4,8,Y,576,2010,WD ,1,135000
20,7180,Irregular,1Fam,5,44,44,0,864,GasA,1,SBrkr,864,3,5,Y,352,2008,WD ,1,127000
20,15410,Irregular,1Fam,6,42,14,250,1208,GasA,1,SBrkr,1494,3,7,Y,461,2010,WD ,1,169000
20,7130,Regular,1Fam,5,49,49,0,864,GasA,1,SBrkr,864,2,5,Y,312,2009,WD ,1,130000
70,6000,Regular,1Fam,5,111,11,0,572,GasA,1,SBrkr,1540,3,7,Y,0,2008,WD ,1,129400
20,10197,Irregular,1Fam,6,55,55,491,1362,GasA,1,SBrkr,1362,3,6,Y,504,2008,COD,1,163000
50,10800,Regular,1Fam,4,67,66,0,720,GasA,0,Fuse,1192,4,6,Y,0,2006,WD ,1,135000
20,8842,Regular,1Fam,5,62,62,0,381,GasA,1,SBrkr,992,3,6,Y,319,2010,Oth,1,155891
20,7315,Regular,1Fam,5,58,58,0,1170,GasA,1,SBrkr,1170,3,6,Y,338,2007,WD ,1,140000
60,13346,Irregular,1Fam,7,24,16,0,1095,GasA,1,SBrkr,2295,4,9,Y,590,2006,WD ,1,268000
70,7500,Irregular,1Fam,6,74,66,0,771,GasA,1,SBrkr,1494,3,7,Y,213,2009,WD ,1,177500
20,8736,Irregular,1Fam,7,13,12,0,1553,GasA,1,SBrkr,1553,3,6,Y,588,2009,WD ,1,234500
160,2280,Regular,Twnhs,6,17,17,342,744,GasA,1,SBrkr,1501,3,6,Y,440,2007,WD ,1,176500
20,9477,Regular,1Fam,5,50,50,65,864,GasA,1,SBrkr,892,3,5,Y,264,2008,WD ,1,110000
50,4712,Irregular,1Fam,4,70,66,0,747,GasA,1,SBrkr,1230,3,5,Y,305,2006,WD ,1,121600
20,8172,Regular,1Fam,5,61,26,0,864,GasA,1,SBrkr,864,2,5,Y,572,2006,WD ,1,115000
60,12104,Irregular,1Fam,7,10,10,0,1035,GasA,1,SBrkr,2322,4,8,Y,617,2006,New,1,287602
60,9978,Irregular,1Fam,6,18,18,20,926,GasA,1,SBrkr,1604,3,7,Y,470,2010,WD ,1,195500
120,3242,Regular,TwnhsE,7,13,13,235,1405,GasA,1,SBrkr,1405,2,6,Y,478,2007,WD ,1,200000
160,4447,Irregular,TwnhsE,7,13,13,0,530,GasA,1,SBrkr,1080,2,4,Y,496,2006,WD ,1,139000
120,7577,Irregular,TwnhsE,6,11,10,256,1362,GasA,1,SBrkr,1362,2,6,Y,460,2007,WD ,1,194700
20,13072,Regular,1Fam,6,11,11,0,1141,GasA,1,SBrkr,1141,3,6,Y,484,2006,WD ,1,142500
20,8990,Irregular,1Fam,7,10,10,0,1498,GasA,1,SBrkr,1498,2,5,Y,675,2006,New,1,204900
20,10667,Regular,1Fam,6,45,45,302,1587,GasA,1,SBrkr,1587,3,7,Y,525,2007,WD ,1,167300
20,14300,Regular,1Fam,9,13,12,1095,2846,GasA,1,SBrkr,2696,3,10,Y,958,2010,WD ,1,500000
20,9187,Regular,1Fam,9,7,7,162,1766,GasA,1,SBrkr,1766,2,7,Y,478,2009,New,1,370878
20,13495,Irregular,1Fam,5,60,60,70,1048,GasA,1,SBrkr,1728,3,7,Y,576,2009,WD ,1,177625
70,8777,Regular,1Fam,4,106,16,0,676,GasA,1,SBrkr,1436,3,6,Y,528,2006,WD ,1,98000
60,9317,Regular,1Fam,7,23,23,137,740,GasA,1,SBrkr,1775,3,7,Y,425,2009,WD ,1,213000
20,8658,Regular,1Fam,6,51,51,101,1088,GasA,1,SBrkr,1324,3,6,Y,440,2006,WD ,1,160000
20,10386,Regular,1Fam,8,12,11,246,2000,GasA,1,SBrkr,2000,3,8,Y,888,2007,WD ,1,305900
50,8480,Regular,1Fam,5,69,66,0,832,GasA,1,SBrkr,1216,2,6,Y,336,2008,COD,1,118500
20,8640,Regular,1Fam,8,9,8,0,1363,GasA,1,SBrkr,1372,3,6,Y,588,2008,New,1,212700
20,9888,Regular,1Fam,5,62,41,0,936,GasA,1,Fuse,936,2,5,Y,240,2006,WD ,1,121000
85,8846,Irregular,1Fam,5,20,20,0,870,GasA,1,SBrkr,914,2,5,Y,576,2006,WD ,1,148000
20,53227,Irregular,1Fam,4,62,22,0,1364,GasA,1,SBrkr,1663,2,6,Y,529,2008,WD ,1,256000
50,4761,Regular,1Fam,3,98,66,0,1020,GasA,0,Fuse,1020,2,5,Y,0,2006,Con,1,64500
20,9750,Regular,1Fam,7,16,15,171,1630,GasA,1,SBrkr,1630,3,6,Y,451,2009,WD ,1,213000
60,8199,Regular,1Fam,7,11,11,0,728,GasA,1,SBrkr,1456,3,7,Y,410,2008,WD ,1,189000
20,10289,Regular,1Fam,5,51,51,168,1073,GasA,1,SBrkr,1073,3,6,Y,515,2007,WD ,1,156000
20,11202,Irregular,1Fam,8,13,13,206,1432,GasA,1,SBrkr,1440,3,7,Y,467,2008,WD ,1,232500
90,6012,Regular,Duplex,4,61,61,0,0,GasA,0,SBrkr,1152,2,6,Y,0,2008,WD ,1,82000
20,11880,Irregular,1Fam,7,38,38,206,1271,GasA,1,SBrkr,1601,3,7,Y,478,2009,COD,1,157000
20,10010,Regular,1Fam,5,42,41,0,1389,GasA,1,SBrkr,1389,2,6,Y,418,2006,WD ,1,170000
20,12216,Irregular,1Fam,6,11,11,0,1326,GasA,1,SBrkr,1326,3,6,Y,388,2007,WD ,1,203000
20,8010,Regular,1Fam,6,58,9,0,951,GasA,1,SBrkr,951,2,6,Y,480,2009,WD ,1,143500
120,5950,Irregular,TwnhsE,8,27,27,0,1337,GasA,1,SBrkr,1337,2,5,Y,462,2008,WD ,1,188500
80,10970,Irregular,1Fam,6,38,38,0,940,GasA,1,SBrkr,1026,3,5,Y,576,2008,WD ,1,147000
85,8445,Regular,1Fam,5,44,9,0,768,GasA,1,SBrkr,768,2,5,Y,396,2009,WD ,1,133000
20,8400,Regular,1Fam,6,59,59,0,1478,GasA,1,SBrkr,1478,3,6,Y,442,2009,WD ,1,156500
90,7200,Regular,Duplex,4,49,49,0,0,GasA,1,SBrkr,2650,6,10,Y,0,2010,WD ,1,160000
20,9571,Regular,1Fam,5,60,60,0,1144,GasA,1,SBrkr,1144,3,6,Y,596,2010,WD ,1,129000
30,8520,Regular,1Fam,5,93,66,0,624,GasA,1,SBrkr,792,2,5,Y,287,2009,WD ,1,99500
20,9965,Regular,1Fam,7,9,9,0,1528,GasA,1,SBrkr,1528,3,6,Y,480,2007,New,1,235876
160,1974,Regular,TwnhsE,4,43,43,0,546,GasA,1,SBrkr,1092,3,6,Y,286,2010,WD ,1,83500
50,10678,Regular,1Fam,8,24,16,337,1683,GasA,1,SBrkr,2872,4,9,Y,541,2007,WD ,1,285000
20,11675,Irregular,1Fam,8,18,18,495,1982,GasA,1,SBrkr,2006,2,5,Y,938,2008,WD ,1,350000
190,6000,Regular,2fmCon,5,61,61,0,960,GasA,1,Fuse,960,3,5,Y,576,2006,WD ,1,135500
120,7132,Irregular,TwnhsE,8,10,10,178,1370,GasA,1,SBrkr,1370,2,6,Y,484,2010,WD ,1,205000
160,2998,Regular,TwnhsE,6,16,16,513,756,GasA,1,SBrkr,1524,2,4,Y,440,2006,WD ,1,166000
20,14000,Regular,1Fam,6,66,12,0,1092,GasA,1,SBrkr,1152,3,6,Y,300,2009,WD ,1,158500
20,9600,Regular,1Fam,5,47,47,128,1288,GasA,1,SBrkr,1336,3,6,Y,502,2009,WD ,1,163000
50,6956,Regular,1Fam,4,68,66,0,624,GasA,1,SBrkr,936,3,5,Y,265,2006,WD ,1,97900
60,8004,Irregular,1Fam,8,7,7,110,832,GasA,1,SBrkr,1935,3,8,Y,552,2009,New,1,263435
30,9000,Regular,1Fam,5,97,66,0,610,GasA,0,Fuse,819,2,4,Y,0,2006,WD ,1,72000
20,13438,Irregular,1Fam,9,8,8,246,2190,GasA,1,SBrkr,2036,3,9,Y,780,2009,WD ,1,410000
50,45600,Irregular,1Fam,6,108,19,0,907,GasA,1,SBrkr,2358,5,10,Y,360,2008,WD ,1,240000
120,7313,Regular,TwnhsE,9,11,11,246,1561,GasA,1,SBrkr,1561,2,6,Y,556,2007,WD ,1,277500
20,13891,Regular,1Fam,8,9,8,436,1710,GasA,1,SBrkr,1710,2,6,Y,866,2008,New,1,372402
20,9248,Irregular,1Fam,6,24,24,106,1158,GasA,1,SBrkr,1167,3,6,Y,400,2009,WD ,1,173000
20,7480,Regular,1Fam,5,44,44,0,876,GasA,1,SBrkr,876,3,5,Y,484,2010,WD ,1,127000
60,8125,Regular,1Fam,6,22,21,0,702,GasA,1,SBrkr,1481,3,6,Y,343,2009,WD ,1,174000
50,8160,Regular,1Fam,5,76,66,0,756,GasA,0,Fuse,1134,3,7,Y,240,2007,WD ,1,126000
90,7007,Regular,Duplex,5,37,37,0,0,GasA,1,SBrkr,1513,4,8,Y,400,2009,WD ,1,113722
60,12867,Irregular,1Fam,8,11,10,0,1209,GasA,1,SBrkr,2253,3,8,Y,575,2006,New,1,344133
50,14190,Regular,1Fam,4,126,10,0,925,GasA,1,SBrkr,1544,3,7,Y,0,2007,WD ,1,138000
160,1879,Regular,Twnhs,6,36,36,0,516,GasA,1,SBrkr,1032,2,5,Y,462,2008,WD ,1,116500
30,5400,Regular,1Fam,5,96,66,0,691,GasA,1,Fuse,691,2,4,Y,216,2007,WD ,1,86000
60,9965,Regular,1Fam,7,9,9,220,1264,GasA,1,SBrkr,2696,4,10,Y,792,2007,New,1,383970
70,9000,Regular,1Fam,5,136,25,0,636,GasA,1,Fuse,1750,3,8,Y,240,2006,WD ,1,124000
20,13693,Regular,1Fam,10,9,9,472,2630,GasA,1,SBrkr,2674,2,8,Y,762,2009,WD ,1,610000
20,7420,Regular,1Fam,5,54,54,0,1057,GasA,1,SBrkr,1057,3,6,Y,576,2007,WD ,1,132000
20,14303,Irregular,1Fam,8,22,22,554,1986,GasA,1,SBrkr,1987,2,7,Y,691,2008,WD ,1,301500
20,9560,Irregular,1Fam,5,44,44,0,864,GasA,1,SBrkr,864,3,5,Y,288,2006,WD ,1,128500
30,10800,Regular,1Fam,5,96,66,0,720,GasA,0,SBrkr,846,2,4,Y,576,2009,WD ,1,106000
70,26400,Regular,1Fam,5,136,9,0,0,GasA,1,SBrkr,2016,4,7,Y,576,2009,WD ,1,131000
50,6120,Regular,1Fam,5,78,66,0,952,GasA,1,Fuse,1582,3,6,Y,250,2009,WD ,1,150000
20,7000,Regular,1Fam,5,56,14,45,1010,GasA,1,SBrkr,1134,2,6,Y,254,2007,WD ,1,135000
60,16698,Irregular,1Fam,7,24,23,0,1449,GasA,1,SBrkr,1759,3,7,Y,525,2009,WD ,1,233500
20,8400,Regular,1Fam,6,54,11,237,1319,GasA,1,SBrkr,1537,3,7,Y,462,2008,COD,1,174000
60,13869,Irregular,1Fam,6,19,19,0,794,GasA,1,SBrkr,1470,3,6,Y,388,2007,WD ,1,177000
50,6120,Regular,1Fam,5,80,66,0,927,GasA,1,SBrkr,1539,3,5,Y,576,2009,WD ,1,141500
20,8500,Regular,1Fam,7,12,12,106,1422,GasA,1,SBrkr,1422,3,7,Y,626,2007,WD ,1,179600
20,9760,Regular,1Fam,6,53,32,218,1395,GasA,1,SBrkr,1395,2,7,Y,440,2010,WD ,1,192000
120,3922,Regular,TwnhsE,7,10,9,72,1258,GasA,1,SBrkr,1402,2,7,Y,648,2007,New,1,194201
60,14762,Irregular,1Fam,5,68,66,0,0,GasA,1,SBrkr,2320,2,7,Y,672,2006,WD ,1,169000
20,8428,Irregular,1Fam,5,22,22,0,990,GasA,1,SBrkr,990,3,5,Y,384,2007,WD ,1,146000
